stage,volume,area,name,hydroid
290.2615274121094,3.048,100.0,Pleasant,600059060
290.33772741210936,18.28800000000569,200.0,Pleasant,600059060
290.4139274121094,41.14799999999718,300.0,Pleasant,600059060
290.49012741210936,71.62800000000857,400.0,Pleasant,600059060
290.5663274121094,109.72799999999437,500.0,Pleasant,600059060
290.64252741210936,155.44800000001146,600.0,Pleasant,600059060
290.7187274121094,239.26799999998025,1100.0,Pleasant,600059060
290.79492741210936,970.7880000002536,9600.0,Pleasant,600059060
290.8711274121094,2532.887999999672,20500.0,Pleasant,600059060
290.94732741210936,4788.408000000514,29600.0,Pleasant,600059060
291.0235274121094,7638.287999999453,37400.0,Pleasant,600059060
291.09972741210936,10907.268000000673,42900.0,Pleasant,600059060
291.1759274121094,18938.747999997682,105400.0,Pleasant,600059060
291.25212741210936,29461.968000001616,138100.0,Pleasant,600059060
291.3283274121094,41128.18799999727,153100.0,Pleasant,600059060
291.40452741210936,53785.008000002,166100.0,Pleasant,600059060
291.4807274121094,67432.42799999691,179100.0,Pleasant,600059060
291.55692741210936,81948.52800000232,190500.0,Pleasant,600059060
291.6331274121094,97081.8479999967,198600.0,Pleasant,600059060
291.70932741210936,112725.70800000256,205300.0,Pleasant,600059060
291.7855274121094,128994.40799999649,213500.0,Pleasant,600059060
291.86172741210936,145735.54800000275,219700.0,Pleasant,600059060
291.9379274121094,162903.40799999636,225300.0,Pleasant,600059060
292.01412741210936,180627.52800000302,232600.0,Pleasant,600059060
292.0903274121094,198763.12799999624,238000.0,Pleasant,600059060
292.16652741210936,217294.9680000032,243200.0,Pleasant,600059060
292.2427274121094,236223.04799999608,248400.0,Pleasant,600059060
292.31892741210936,255494.02800000328,252900.0,Pleasant,600059060
292.3951274121094,275092.667999996,257200.0,Pleasant,600059060
292.47132741210936,295041.82800000353,261800.0,Pleasant,600059060
292.5475274121094,315272.92799999594,265500.0,Pleasant,600059060
292.62372741210936,335785.9680000036,269200.0,Pleasant,600059060
292.6999274121094,356611.42799999577,273300.0,Pleasant,600059060
292.77612741210936,377642.6280000037,276000.0,Pleasant,600059060
292.8523274121094,398955.7679999957,279700.0,Pleasant,600059060
292.92852741210936,420474.64800000377,282400.0,Pleasant,600059060
293.0047274121094,442214.5079999957,285300.0,Pleasant,600059060
293.08092741210936,464182.9680000039,288300.0,Pleasant,600059060
293.1571274121094,486402.8879999956,291600.0,Pleasant,600059060
293.23332741210936,508897.128000004,295200.0,Pleasant,600059060
293.3095274121094,531665.6879999954,298800.0,Pleasant,600059060
293.38572741210936,554670.4680000042,301900.0,Pleasant,600059060
293.4619274121094,577873.3679999956,304500.0,Pleasant,600059060
293.53812741210936,601243.9080000044,306700.0,Pleasant,600059060
293.6143274121094,624835.4279999954,309600.0,Pleasant,600059060
293.69052741210936,648632.6880000044,312300.0,Pleasant,600059060
293.7667274121094,672696.6479999954,315800.0,Pleasant,600059060
293.84292741210936,696935.8680000043,318100.0,Pleasant,600059060
293.9191274121094,721327.4879999955,320100.0,Pleasant,600059060
293.99532741210936,746023.9080000045,324100.0,Pleasant,600059060
294.0715274121094,770987.0279999953,327600.0,Pleasant,600059060
294.14772741210936,796148.2680000047,330200.0,Pleasant,600059060
294.2239274121094,821621.9279999952,334300.0,Pleasant,600059060
294.30012741210936,847263.2280000049,336500.0,Pleasant,600059060
294.3763274121094,873155.9879999951,339800.0,Pleasant,600059060
294.45252741210936,899353.548000005,343800.0,Pleasant,600059060
294.5287274121094,925764.4679999951,346600.0,Pleasant,600059060
294.60492741210936,952365.888000005,349100.0,Pleasant,600059060
294.6811274121094,979173.0479999952,351800.0,Pleasant,600059060
294.75732741210936,1006208.8080000052,354800.0,Pleasant,600059060
294.8335274121094,1033427.4479999952,357200.0,Pleasant,600059060
294.90972741210936,1060844.2080000052,359800.0,Pleasant,600059060
294.9859274121094,1088481.947999995,362700.0,Pleasant,600059060
295.06212741210936,1116310.1880000054,365200.0,Pleasant,600059060
295.1383274121094,1144458.467999995,369400.0,Pleasant,600059060
295.21452741210936,1172850.5880000056,372600.0,Pleasant,600059060
295.2907274121094,1201456.0679999948,375400.0,Pleasant,600059060
295.36692741210936,1230282.5280000055,378300.0,Pleasant,600059060
295.4431274121094,1259337.5879999946,381300.0,Pleasant,600059060
295.51932741210936,1288606.0080000057,384100.0,Pleasant,600059060
295.5955274121094,1318057.3079999946,386500.0,Pleasant,600059060
295.67172741210936,1347752.4480000057,389700.0,Pleasant,600059060
295.7479274121094,1377729.5279999946,393400.0,Pleasant,600059060
295.82412741210936,1407950.448000006,396600.0,Pleasant,600059060
295.9003274121094,1438384.7279999943,399400.0,Pleasant,600059060
295.97652741210936,1469062.848000006,402600.0,Pleasant,600059060
296.0527274121094,1500076.2479999943,407000.0,Pleasant,600059060
296.12892741210936,1531379.2080000062,410800.0,Pleasant,600059060
296.2051274121094,1562948.8679999944,414300.0,Pleasant,600059060
296.28132741210936,1594808.0880000063,418100.0,Pleasant,600059060
296.3575274121094,1626941.627999994,421700.0,Pleasant,600059060
296.43372741210936,1659395.2080000062,425900.0,Pleasant,600059060
296.5099274121094,1692184.0679999941,430300.0,Pleasant,600059060
296.58612741210936,1725232.0080000062,433700.0,Pleasant,600059060
296.6623274121094,1758653.3279999942,438600.0,Pleasant,600059060
296.73852741210936,1792417.5480000062,443100.0,Pleasant,600059060
296.8147274121094,1826547.5279999936,447900.0,Pleasant,600059060
296.89092741210936,1861028.028000007,452500.0,Pleasant,600059060
296.9671274121094,1895836.1879999938,456800.0,Pleasant,600059060
297.04332741210936,1930972.008000007,461100.0,Pleasant,600059060
297.1195274121094,1966443.1079999937,465500.0,Pleasant,600059060
297.19572741210936,2002211.3880000068,469400.0,Pleasant,600059060
297.2719274121094,2038322.5679999937,473900.0,Pleasant,600059060
297.34812741210936,2074761.4080000075,478200.0,Pleasant,600059060
297.4243274121094,2111505.047999993,482200.0,Pleasant,600059060
297.50052741210936,2148515.3880000077,485700.0,Pleasant,600059060
297.5767274121094,2185769.567999993,488900.0,Pleasant,600059060
297.65292741210936,2223313.308000008,492700.0,Pleasant,600059060
297.7291274121094,2261215.1879999936,497400.0,Pleasant,600059060
297.80532741210936,2299376.148000008,500800.0,Pleasant,600059060
297.8815274121094,2337872.3879999937,505200.0,Pleasant,600059060
297.95772741210936,2376612.4680000083,508400.0,Pleasant,600059060
298.0339274121094,2415657.3479999937,512400.0,Pleasant,600059060
298.11012741210936,2455037.5080000083,516800.0,Pleasant,600059060
298.1863274121094,2494646.2679999936,519800.0,Pleasant,600059060
298.26252741210936,2534544.5880000084,523600.0,Pleasant,600059060
298.3387274121094,2574839.147999993,528800.0,Pleasant,600059060
298.41492741210936,2615400.4080000087,532300.0,Pleasant,600059060
298.4911274121094,2656228.3679999933,535800.0,Pleasant,600059060
298.56732741210936,2697315.4080000087,539200.0,Pleasant,600059060
298.6435274121094,2738661.527999993,542600.0,Pleasant,600059060
298.71972741210936,2780243.868000009,545700.0,Pleasant,600059060
298.7959274121094,2822100.527999993,549300.0,Pleasant,600059060
298.87212741210936,2864048.628000009,550500.0,Pleasant,600059060
298.9483274121094,2906103.4079999933,551900.0,Pleasant,600059060
299.02452741210936,2948295.3480000086,553700.0,Pleasant,600059060
299.1007274121094,2990677.787999993,556200.0,Pleasant,600059060
299.17692741210936,3033197.3880000087,558000.0,Pleasant,600059060
299.2531274121094,3075846.527999993,559700.0,Pleasant,600059060
299.32932741210936,3118640.4480000087,561600.0,Pleasant,600059060
299.4055274121094,3161541.047999993,563000.0,Pleasant,600059060
299.48172741210936,3204639.7680000085,565600.0,Pleasant,600059060
299.5579274121094,3247906.127999993,567800.0,Pleasant,600059060
299.63412741210936,3291286.7880000086,569300.0,Pleasant,600059060
299.7103274121094,3334880.8079999923,572100.0,Pleasant,600059060
299.78652741210936,3378657.708000009,574500.0,Pleasant,600059060
299.8627274121094,3422609.8679999933,576800.0,Pleasant,600059060
299.93892741210936,3466722.0480000093,578900.0,Pleasant,600059060
300.0151274121094,3510986.6279999926,580900.0,Pleasant,600059060
300.09132741210937,3555388.3680000086,582700.0,Pleasant,600059060
300.1675274121094,3600323.5079999925,589700.0,Pleasant,600059060
300.24372741210937,3645548.2080000094,593500.0,Pleasant,600059060
300.3199274121094,3690993.887999992,596400.0,Pleasant,600059060
300.39612741210937,3736630.068000009,598900.0,Pleasant,600059060
300.4723274121094,3782540.567999992,602500.0,Pleasant,600059060
300.54852741210937,3828710.1480000094,605900.0,Pleasant,600059060
300.6247274121094,3875054.987999992,608200.0,Pleasant,600059060
300.70092741210937,3921544.608000009,610100.0,Pleasant,600059060
300.7771274121094,3968140.907999992,611500.0,Pleasant,600059060
300.85332741210937,4014927.7080000094,614000.0,Pleasant,600059060
300.9295274121094,4061844.047999992,615700.0,Pleasant,600059060
301.00572741210937,4108920.4080000096,617800.0,Pleasant,600059060
301.0819274121094,4157055.947999992,631700.0,Pleasant,600059060
301.15812741210937,4205397.2280000085,634400.0,Pleasant,600059060
301.2343274121094,4253989.967999991,637700.0,Pleasant,600059060
301.31052741210937,4302834.168000009,641000.0,Pleasant,600059060
301.3867274121094,4351846.007999991,643200.0,Pleasant,600059060
301.46292741210937,4409628.4680000115,758300.0,Pleasant,600059060
301.5391274121094,4467807.167999991,763500.0,Pleasant,600059060
301.63912741210936,4544157.167999991,763500.0,Pleasant,600059060
301.73912741210944,4620507.167999991,763500.0,Pleasant,600059060
